mot;freq
acc‚l‚rant;1.29
acc‚l‚rateur;4.10
acc‚l‚rateurs;1.97
acc‚l‚ration;8.48
acc‚l‚rations;1.03
acc‚l‚ratrice;0.13
acc‚l‚ratrices;0.03
acc‚l‚rer;4.42
acc‚l‚rera;0.06
acc‚l‚rerait;0.06
acc‚l‚reront;0.03
acc‚l‚rez;0.03
acc‚l‚rine;0.03
acc‚l‚romŠtres;0.03
acc‚l‚rŠrent;0.10
acc‚l‚r‚;4.58
acc‚l‚r‚e;3.39
acc‚l‚r‚es;0.48
acc‚l‚r‚s;1.55
ace;0.06
acellulaire;0.06
acellulaires;0.10
acerbe;0.68
acerbes;0.19
acerbit‚;0.03
achalandage;0.03
achalandages;0.03
achalandaient;0.03
achaland‚;0.10
achaland‚e;0.13
achaland‚es;0.13
achaland‚s;0.06
acharna;0.58
acharnai;0.03
acharnaient;0.87
acharnais;0.23
acharnait;1.71
acharnant;0.77
acharne;2.81
acharnement;5.35
acharnements;0.06
acharnent;0.61
acharner;0.97
acharnera;0.06
acharneront;0.03
acharnes;0.06
acharnez;0.03
acharnons;0.06
acharnŠrent;0.16
acharn‚;3.35
acharn‚e;2.45
acharn‚es;0.81
acharn‚s;1.97
achat;16.06
achats;11.29
ache;0.06
achemina;0.32
acheminai;0.06
acheminaient;0.13
acheminait;0.61
acheminant;0.13
achemine;1.16
acheminement;1.97
acheminements;0.16
acheminent;0.65
acheminer;1.35
acheminerait;0.03
achemineront;0.10
acheminons;0.26
acheminƒmes;0.03
acheminŠrent;0.06
achemin‚;0.58
achemin‚e;0.29
achemin‚es;0.32
achemin‚s;0.55
aches;0.03
acheta;4.39
achetable;0.10
achetables;0.10
achetai;1.06
achetaient;1.48
achetais;0.77
achetait;3.87
achetant;1.52
achetassent;0.03
acheter;35.26
acheteur;3.16
acheteurs;3.68
acheteuse;0.16
acheteuses;0.10
achetez;0.71
achetiez;0.10
achetions;0.35
achetons;0.29
achetƒmes;0.13
achetƒt;0.10
achetŠrent;0.65
achet‚;16.35
achet‚e;3.65
achet‚es;2.16
achet‚s;3.13
acheul‚en;0.06
acheva;7.23
achevai;0.29
achevaient;2.29
achevais;0.32
achevait;7.48
achevant;1.77
achever;11.58
achevez;0.03
achevions;0.19
achevons;0.26
achevƒmes;0.03
achevƒt;0.29
achevŠrent;1.06
achev‚;12.81
achev‚e;7.13
achev‚es;1.35
achev‚s;1.39
achille;9.45
achill‚e;0.03
achondroplase;0.06
achondroplases;0.10
achondroplasie;0.03
achoppa;0.03
achoppai;0.03
achoppaient;0.03
achoppais;0.10
achoppait;0.06
achoppant;0.03
achoppe;0.26
achoppement;0.42
achopp‚;0.06
achopp‚e;0.03
achromatique;0.42
achromatiques;0.32
achromatiser;0.03
achromatis‚;0.03
achromatis‚e;0.03
achromiques;0.03
achronique;0.03
achŠte;10.32
achŠtent;2.35
achŠtera;0.52
achŠterai;1.06
achŠteraient;0.19
achŠterais;0.32
achŠterait;0.71
achŠteras;0.32
achŠterez;0.13
achŠteriez;0.03
achŠterions;0.03
achŠterons;0.23
achŠteront;0.39
achŠtes;0.42
achŠve;11.97
achŠvement;5.52
achŠvements;0.06
achŠvent;2.55
achŠvera;0.61
achŠverai;0.03
achŠveraient;0.19
achŠverait;0.52
achŠverons;0.03
achŠveront;0.19
ach‚en;0.03
ach‚enne;0.10
ach‚ennes;0.03
ach‚ens;0.13
ach‚m‚nide;0.06
ach‚m‚nides;0.29
ach‚ron;0.19
acide;34.77
acides;16.45
acidifiant;0.03
acidification;0.13
acidifie;0.13
acidifier;0.03
acidifi‚;0.03
acidifi‚e;0.03
acidifi‚es;0.03
acidit‚;1.29
acidit‚s;0.10
acidophiles;0.26
acidose;0.13
acidul‚;0.42
acidul‚e;0.23
acidul‚es;0.19
acidul‚s;0.32
acier;31.61
aciers;1.68
acinus;0.06
aci‚rie;0.52
aci‚ries;0.74
acm‚;0.06
acn‚;0.81
acn‚ique;0.03
acn‚iques;0.06
acn‚s;0.06
aco;0.06
acolyte;0.42
acolytes;0.74
acomat;0.35
acompte;0.61
acomptes;0.26
acon;0.06
aconiers;0.03
aconit;0.26
aconitine;0.03
aconits;0.03
acoquina;0.03
acoquine;0.06
acoquiner;0.19
acoquin‚;0.06
acoquin‚e;0.06
acoquin‚s;0.13
acotyl‚done;0.03
acousticien;0.10
acousticiens;0.03
acoustique;3.13
acoustiquement;0.03
acoustiques;1.23
acquerra;0.10
acquerrai;0.03
acquerraient;0.13
acquerrait;0.13
acquerrons;0.03
acquerront;0.19
acquiers;0.10
acquiert;4.81
acquiesce;1.29
acquiescement;2.03
acquiescements;0.23
acquiescent;0.13
acquiescer;0.87
acquiesceront;0.03
acquiescŠrent;0.06
acquiesc‚;0.55
acquies‡a;2.23
acquies‡ai;0.45
acquies‡aient;0.06
acquies‡ais;0.16
acquies‡ait;0.55
acquies‡ant;0.19
acquies‡ons;0.03
acquirent;0.35
acquis;28.58
acquise;10.90
acquises;7.26
acquisitif;0.06
acquisitifs;0.10
acquisition;10.00
acquisitions;6.10
acquisitive;0.03
acquisitives;0.03
acquit;2.29
acquits;0.03
acquitta;0.32
acquittai;0.03
acquittaient;0.16
acquittais;0.19
acquittait;0.55
acquittant;0.19
acquitte;1.00
acquittement;0.55
acquittements;0.03
acquittent;0.23
acquitter;2.19
acquittera;0.10
acquitterai;0.03
acquitteraient;0.06
acquitterait;0.03
acquitterez;0.06
acquittes;0.03
acquittez;0.03
acquittions;0.03
acquittƒt;0.03
acquittŠrent;0.03
acquitt‚;1.00
acquitt‚e;0.32
acquitt‚es;0.03
acquitt‚s;0.23
acquiŠre;0.39
acquiŠrent;2.71
acqu‚raient;0.13
acqu‚rais;0.13
acqu‚rait;0.55
acqu‚rant;0.65
acqu‚reur;1.03
acqu‚reurs;0.55
acqu‚rez;0.03
acqu‚rions;0.06
acqu‚rir;13.16
acqu‚rons;0.06
acquˆt;0.03
acquˆts;0.16
acquŒt;0.06
acra;0.06
acre;2.39
acres;0.23
acridine;0.03
acrilan;0.03
acrimonie;0.42
acrimonieuse;0.03
acrimonieusement;0.03
acrimonieuses;0.10
acrobate;1.61
acrobates;1.32
acrobatie;0.71
acrobaties;0.90
acrobatique;0.77
acrobatiquement;0.06
acrobatiques;0.52
acrocentrique;0.03
acrocyanose;0.06
acroc‚phale;0.03
acrol‚ine;0.06
acromion;0.06
acrom‚galie;0.77
acrom‚galique;0.10
acrom‚galiques;0.06
acron;0.06
acronyme;0.03
acropathie;0.03
acropole;1.48
acrosome;0.03
acrostiche;0.03
acrostiches;0.06
acrotŠre;0.06
acrylique;0.29
acryliques;0.19
acr‚;0.10
acta;0.19
acte;56.52
actes;38.84
acteur;13.55
acteurs;12.68
acth;1.61
actif;14.94
actifs;7.77
actine;0.10
actinie;0.06
actinies;0.39
actinique;0.03
actinium;0.23
actinologie;0.03
actinomycose;0.10
actinomycoses;0.03
actinomycŠtes;0.10
actinomŠtres;0.06
actinom‚triques;0.06
action;205.35
actionna;0.23
actionnai;0.10
actionnaient;0.32
actionnaire;1.06
actionnaires;4.19
actionnais;0.03
actionnait;0.58
actionnant;0.94
actionnariat;0.13
actionne;1.19
actionnement;0.06
actionnent;0.29
actionner;1.35
actionnerait;0.03
actionneront;0.03
actionnƒt;0.03
actionnŠrent;0.03
actionn‚;2.06
actionn‚e;0.55
actionn‚es;0.35
actionn‚s;0.58
actions;38.87
activa;0.13
activai;0.03
activaient;0.35
activait;0.65
activant;0.39
activants;0.03
activateur;0.06
activateurs;0.19
activation;1.29
activatrice;0.03
active;23.94
activement;5.52
activent;0.45
activer;1.23
activerait;0.03
actives;5.87
activeurs;0.03
activez;0.10
activisme;0.45
activiste;0.39
activistes;0.52
activit‚;104.19
activit‚s;48.39
activons;0.16
activŠrent;0.06
activ‚;0.35
activ‚e;0.29
activ‚es;0.32
activ‚s;0.13
actrice;4.61
actrices;2.10
actuaire;0.06
actuaires;0.03
actualisable;0.03
actualisant;0.06
actualisation;0.87
actualise;0.52
actualisent;0.23
actualiser;0.42
actualisera;0.03
actualiseraient;0.03
actualisme;0.10
actualisons;0.06
actualis‚;0.19
actualis‚e;0.19
actualis‚es;0.06
actualis‚s;0.03
actualit‚;7.71
actualit‚s;2.06
actuarielle;0.03
actuarielles;0.03
actuariels;0.03
actuation;0.03
actuel;27.06
actuelle;36.61
actuellement;60.19
actuelles;12.87
actuels;11.29
act‚on;0.03
acuit‚;3.77
acumen;0.13
acupuncteur;0.03
acupuncture;0.29
ac‚phale;0.23
ac‚phales;0.03
ac‚r‚;0.65
ac‚r‚e;0.39
ac‚r‚es;0.52
ac‚r‚s;0.48
ac‚tate;1.26
ac‚tates;0.10
ac‚tique;1.81
ac‚tone;0.74
ac‚tylant;0.03
ac‚tylation;0.03
ac‚tylcellulose;0.06
ac‚tylcelluloses;0.03
ac‚tylcholine;0.48
ac‚tylcoenzyme;0.06
ac‚tylsalicylique;0.03
ac‚tylŠne;1.58
ac‚tyl‚;0.10
ac‚tyl‚e;0.03
ac‚tyl‚niques;0.03
adage;1.23
adages;0.10
adagio;0.52
adam;29.77
adamantin;0.19
adamantine;0.06
adamique;0.10
adamite;0.03
adams;1.71
adapta;0.35
adaptabilit‚;0.55
adaptable;0.39
adaptables;0.23
adaptai;0.03
adaptaient;0.23
adaptais;0.06
adaptait;0.55
adaptant;1.87
adaptateur;0.23
adaptatif;0.06
adaptatifs;0.26
adaptation;18.19
adaptations;2.84
adaptative;0.19
adaptatives;0.35
adapte;3.13
adaptent;1.39
adapter;13.77
adaptera;0.06
adapterai;0.03
adapterais;0.03
adapterait;0.10
adapterons;0.03
adapteront;0.06
adaptes;0.03
adaptez;0.03
adaptƒt;0.03
adaptŠrent;0.10
adapt‚;6.16
adapt‚e;4.77
adapt‚es;4.39
adapt‚s;4.87
addenda;0.06
addisonien;0.03
addisoniens;0.10
additif;0.26
additifs;0.26
addition;11.81
additionnaient;0.16
additionnais;0.03
additionnait;0.10
additionnant;0.55
additionne;0.55
additionnel;2.77
additionnelle;1.10
additionnelles;0.48
additionnels;1.26
additionnent;0.42
additionner;1.03
additionnera;0.03
additionneraient;0.03
additionnerait;0.03
additionneuses;0.06
additionnez;0.06
additionnions;0.03
additionnons;0.13
additionn‚;0.61
additionn‚e;0.65
additionn‚es;0.32
additionn‚s;0.35
additions;2.35
additive;0.48
additivement;0.10
additives;0.16
additivit‚;0.42
adduction;0.68
adductions;0.26
adduite;0.03
adduits;0.03
adelphophagie;0.06
adepte;1.71
adeptes;5.52
adhŠre;2.03
adhŠrent;0.94
adh‚ra;0.16
adh‚raient;0.42
adh‚rais;0.03
adh‚rait;0.65
adh‚rant;0.97
adh‚rence;2.74
adh‚rences;0.52
adh‚rent;0.90
adh‚rente;0.13
adh‚rentes;0.74
adh‚rents;6.39
adh‚rer;2.90
adh‚rera;0.10
adh‚rerons;0.03
adh‚reront;0.06
adh‚rez;0.03
adh‚rons;0.03
adh‚rŠrent;0.19
adh‚r‚;0.61
adh‚sif;0.58
adh‚sifs;0.32
adh‚sion;10.61
adh‚sions;0.58
adh‚sive;0.13
adh‚sives;0.10
adh‚sivit‚;0.03
adiabatique;1.03
adiabatiquement;0.06
adiabatiques;0.16
adialectique;0.03
adiaphorie;0.13
adieu;24.06
adieusas;0.03
adieux;5.74
adipeuse;0.13
adipeuses;0.06
adipeux;0.84
adipique;0.13
adipose;0.06
adiposit‚;0.10
adja;0.16
adjacent;0.16
adjacente;0.39
adjacentes;0.52
adjacents;0.45
adjas;0.32
adjectif;3.03
adjectifs;1.81
adjectival;0.03
adjectivales;0.06
adjective;0.03
adjoignaient;0.06
adjoignait;0.19
adjoignant;0.39
adjoigne;0.03
adjoignent;0.06
adjoignez;0.03
adjoignirent;0.13
adjoignit;0.87
adjoignons;0.06
adjoignŒt;0.03
adjoindra;0.06
adjoindre;2.32
adjoindront;0.03
adjoins;0.03
adjoint;8.45
adjointe;0.52
adjointes;0.23
adjoints;7.84
adjonction;3.55
adjonctions;0.35
adjudant;12.35
adjudante;0.03
adjudants;0.81
adjudicataire;0.13
adjudicataires;0.13
adjudication;0.81
adjudications;0.29
adjuge;0.06
adjugeait;0.10
adjugeant;0.03
adjuger;0.06
adjugeraient;0.03
adjug‚;0.29
adjug‚e;0.03
adjug‚s;0.03
adjura;0.06
adjurai;0.10
adjuraient;0.03
adjurais;0.06
adjurait;0.29
adjurant;0.26
adjuration;0.23
adjurations;0.06
adjure;0.26
adjurent;0.03
adjurer;0.26
adjurerait;0.06
adjur‚;0.19
adjutrice;0.03
adjuva;0.03
adjuvant;0.39
adjuvants;0.32
adl‚rienne;0.03
admet;17.55
admets;2.68
admettaient;1.03
admettais;0.48
admettait;4.77
admettant;5.16
admette;0.58
admettent;3.65
admettez;0.35
admettiez;0.03
admettions;0.29
admettons;3.61
admettra;1.10
admettrai;0.42
admettraient;0.13
admettrais;0.10
admettrait;0.55
admettras;0.10
admettre;30.45
admettrez;0.10
admettriez;0.03
admettrons;0.71
admettront;0.10
administra;0.29
administrai;0.06
administraient;0.19
administrais;0.06
administrait;0.52
administrant;0.32
administrateur;5.84
administrateurs;7.42
administratif;14.42
administratifs;12.19
administration;85.29
administrations;16.26
administrative;22.03
administrativement;0.68
administratives;14.87
administre;1.29
administrent;0.68
administrer;3.26
administrera;0.16
administreraient;0.03
administres;0.03
administrez;0.06
administrƒt;0.03
administrŠrent;0.03
administr‚;1.87
administr‚e;2.23
administr‚es;0.81
administr‚s;2.45
admira;1.58
admirable;20.52
admirablement;5.03
admirables;6.90
admirai;0.45
admiraient;1.06
admirais;3.23
admirait;6.45
admirant;1.13
admirateur;0.90
admirateurs;2.16
admiratif;1.55
admiratifs;0.74
admiration;20.90
admirations;0.39
admirative;1.16
admirativement;0.10
admiratives;0.35
admiratrice;0.23
admiratrices;0.35
admire;8.94
admirent;1.10
admirer;11.97
admirera;0.03
admirerai;0.03
admirerais;0.10
admirerait;0.16
admirerez;0.03
admirerons;0.06
admireront;0.06
admires;0.19
admirez;0.77
admiriez;0.10
admirions;0.48
admirons;0.90
admirƒmes;0.03
admirŠrent;0.39
admir‚;3.16
admir‚e;0.87
admir‚es;0.16
admir‚s;0.39
admis;29.58
admise;6.61
admises;3.42
admissibilit‚;1.39
admissible;1.61
admissibles;1.26
admission;15.74
admissions;0.13
admit;2.81
admixtion;0.03
admonesta;0.10
admonestait;0.03
admonestation;0.19
admonestations;0.06
admoneste;0.16
admonestƒt;0.03
admonest‚;0.03
admonest‚e;0.03
admonest‚s;0.06
admonition;0.06
admonitions;0.03
admŒt;0.19
adn;10.87
ado;0.16
adobe;0.03
adolescence;10.52
adolescences;0.03
adolescent;9.39
adolescente;4.90
adolescentes;1.35
adolescents;8.23
adonc;0.23
adoncques;0.06
adonis;0.87
adonisant;0.03
adonise;0.03
adonna;0.26
adonnai;0.06
adonnaient;0.39
adonnais;0.06
adonnait;0.55
adonnant;0.13
adonne;0.81
adonnent;0.39
adonner;1.00
adonnera;0.03
adonnerait;0.03
adonnions;0.03
adonnŠrent;0.03
adonn‚;0.71
adonn‚e;0.06
adonn‚es;0.06
adonn‚s;0.29
adopta;2.84
adoptable;0.03
adoptai;0.23
adoptaient;0.26
adoptais;0.03
adoptait;1.65
adoptant;2.16
adoptants;0.03
adopte;5.94
adoptent;2.03
adopter;12.94
adoptera;0.45
adopterai;0.03
adopteraient;0.10
adopterait;0.26
adopterez;0.10
adopterons;0.26
adopteront;0.10
adoptez;0.06
adoptif;1.10
adoptifs;0.26
adoption;8.81
adoptions;0.26
adoptive;0.55
adoptives;0.06
adoptons;0.55
adoptƒt;0.26
adoptŠrent;1.23
adopt‚;15.13
adopt‚e;9.65
adopt‚es;4.74
adopt‚s;3.03
adora;0.03
adorable;4.00
adorablement;0.19
adorables;1.06
adorai;0.10
adoraient;1.10
adorais;1.39
adorait;5.00
adorant;0.16
adorante;0.06
adorants;0.03
adorateur;0.26
adorateurs;0.90
adoration;4.13
adorations;0.16
adoratrices;0.03
adore;9.74
adorent;1.55
adorer;2.55
adorera;0.13
adorerai;0.03
adorerais;0.06
adorerait;0.06
adoreront;0.03
adores;0.23
adorez;0.16
adoriez;0.03
adorions;0.16
adornaient;0.10
adornait;0.06
adorne;0.03
adorn‚;0.03
adorons;0.39
adorƒt;0.03
ador‚;1.87
ador‚e;1.19
ador‚es;0.16
ador‚s;0.42
ados;0.23
adossa;1.13
adossai;0.06
adossaient;0.16
adossais;0.06
adossait;0.35
adossant;0.16
adosse;0.55
adossent;0.13
adosser;0.68
adossŠrent;0.06
adoss‚;3.48
adoss‚e;1.48
adoss‚es;0.23
adoss‚s;1.03
adouba;0.03
adoubement;0.16
adoubements;0.03
adoub‚;0.16
adouci;0.87
adoucie;0.68
adoucies;0.23
adoucir;2.10
adoucira;0.10
adoucirait;0.06
adoucirent;0.10
adoucis;0.23
adoucissaient;0.19
adoucissais;0.03
adoucissait;0.71
adoucissant;0.29
adoucissantes;0.19
adoucissants;0.03
adoucisse;0.10
adoucissement;0.52
adoucissements;0.10
adoucissent;0.19
adoucisseurs;0.10
adoucit;1.23
adoucŒt;0.03
adp;0.29
adragante;0.06
adressa;5.81
adressable;0.03
adressai;1.32
adressaient;1.97
adressais;0.71
adressait;7.87
adressant;6.16
adressassent;0.03
adresse;44.00
adressent;3.71
adresser;13.81
adressera;0.19
adresserai;0.16
adresseraient;0.23
adresserais;0.13
adresserait;0.45
adresserez;0.03
adresserons;0.03
adresseront;0.03
adresses;3.81
adressez;0.45
adressiez;0.06
adressions;0.26
adressons;0.42
adressƒmes;0.06
adressƒt;0.32
adressŠrent;0.39
adress‚;7.13
adress‚e;5.00
adress‚es;2.77
adress‚s;1.61
adret;0.10
adrets;0.23
adriatique;1.77
adriatiques;0.03
adroit;2.87
adroite;0.61
adroitement;1.45
adroites;0.16
adroits;0.52
adr‚naline;1.35
adr‚nergiques;0.03
adsorbables;0.03
adsorbant;0.16
adsorbantes;0.13
adsorbants;0.03
adsorbe;0.03
adsorbent;0.03
adsorber;0.16
adsorb‚;0.32
adsorb‚e;0.10
adsorb‚es;0.06
adsorb‚s;0.23
adsorption;1.26
adulaient;0.03
adulait;0.03
adulateur;0.10
adulation;0.58
adulations;0.10
aduler;0.03
adultat;0.10
adulte;30.87
adultes;32.48
adultŠre;3.03
adultŠrent;0.03
adultŠres;0.61
adult‚raient;0.03
adult‚ration;0.10
adult‚rer;0.03
adult‚rin;0.03
adult‚rine;0.10
adult‚rins;0.10
adult‚r‚;0.06
adult‚r‚e;0.06
adult‚r‚es;0.03
adul‚;0.32
adul‚e;0.26
adul‚s;0.19
advenaient;0.03
advenait;0.45
advenant;0.10
advenir;1.87
adventice;0.42
adventices;0.39
adventifs;0.16
advenu;1.55
advenue;0.35
advenues;0.06
adverbe;0.32
adverbes;0.45
adverbialement;0.03
adverbiaux;0.03
adversaire;21.65
adversaires;14.35
adverse;4.10
adverses;2.13
adversit‚;1.35
adversit‚s;0.03
adviendra;0.48
adviendraient;0.06
adviendrait;0.52
advienne;0.68
adviennent;0.03
advient;2.00
advint;1.42
advŒnt;0.19
ad‚lie;0.29
ad‚nie;0.03
ad‚nine;0.58
ad‚nite;0.10
ad‚nites;0.03
ad‚nofibrome;0.06
ad‚nomateuse;0.03
ad‚nome;0.32
ad‚nomes;0.23
ad‚nopathie;0.16
ad‚nopathies;0.39
ad‚nosine;1.23
ad‚novirus;0.10
ad‚no‹de;0.03
ad‚no‹des;0.03
ad‚quat;2.42
ad‚quate;2.71
ad‚quatement;0.26
ad‚quates;1.00
ad‚quation;0.74
ad‚quats;0.97
aequo;0.48
affabilit‚;0.71
affabilit‚s;0.03
affable;1.97
affablement;0.10
affables;0.42
affabulation;1.00
affabulations;0.16
affabule;0.06
affabuler;0.03
affabul‚;0.03
affabul‚e;0.03
affadi;0.19
affadie;0.16
affadies;0.03
affadir;0.16
affadis;0.03
affadissaient;0.03
affadissait;0.16
affadissant;0.03
affadissante;0.03
affadisse;0.03
affadissement;0.13
affadit;0.06
affaibli;2.06
affaiblie;1.39
affaiblies;0.45
affaiblir;2.13
affaiblira;0.06
affaibliraient;0.13
affaiblirait;0.16
affaiblirent;0.03
affaibliront;0.03
affaiblis;0.90
affaiblissaient;0.16
affaiblissais;0.03
affaiblissait;0.58
affaiblissant;0.65
affaiblisse;0.06
affaiblissement;3.39
affaiblissements;0.19
affaiblissent;0.61
affaiblit;1.65
affaira;0.32
affairai;0.03
affairaient;1.19
affairais;0.03
affairait;1.32
affairant;0.42
affaire;106.90
affairement;0.39
affairements;0.10
affairent;0.94
affaireraient;0.03
affaireront;0.03
affaires;96.90
affairions;0.03
affairisme;0.06
affairiste;0.10
affairistes;0.06
affairons;0.03
affairŠrent;0.10
affair‚;0.87
affair‚e;0.81
affair‚es;0.23
affair‚s;0.74
affaissa;0.65
affaissaient;0.23
affaissait;0.39
affaissant;0.42
affaisse;0.97
affaissement;1.00
affaissements;0.16
affaissent;0.65
affaisser;0.45
affaisseraient;0.06
affaisserait;0.03
affaissions;0.03
affaissŠrent;0.06
affaiss‚;1.23
affaiss‚e;0.65
affaiss‚es;0.16
affaiss‚s;0.26
affala;1.03
affalai;0.06
affalaient;0.10
affalais;0.06
affalait;0.26
affalant;0.45
affale;0.71
affalement;0.06
affalent;0.19
affaler;1.00
affalons;0.03
affalŠrent;0.06
affal‚;1.94
affal‚e;0.61
affal‚es;0.29
affal‚s;0.55
affamaient;0.06
affamait;0.16
affamant;0.03
affamantes;0.03
affame;0.10
affamer;0.19
affameurs;0.03
affam‚;2.35
affam‚e;1.55
affam‚es;0.65
affam‚s;3.32
affecta;1.00
affectai;0.10
affectaient;1.03
affectais;0.19
affectait;2.74
affectant;3.10
affectassent;0.03
affectataire;0.03
affectation;7.35
affectations;0.94
affecte;4.52
affectent;3.74
affecter;3.74
affectera;0.13
affecterai;0.03
affecteraient;0.03
affecterait;0.10
affecterions;0.03
affecteront;0.13
affectes;0.03
affectez;0.03
affectiez;0.03
affectif;3.39
affectifs;1.48
affection;23.87
affectionnaient;0.10
affectionnais;0.06
affectionnait;0.87
affectionnant;0.06
affectionne;0.77
affectionnent;0.48
affectionner;0.19
affectionnez;0.06
affectionn‚;0.10
affectionn‚e;0.16
affectionn‚es;0.03
affectionn‚s;0.03
affections;8.19
affective;4.39
affectivement;0.39
affectives;2.03
affectivit‚;1.81
affectons;0.16
affects;0.03
affectueuse;3.16
affectueusement;1.84
affectueuses;0.74
affectueux;4.55
affectuosit‚;0.03
affectƒmes;0.03
affectƒt;0.06
affectŠrent;0.35
affect‚;7.97
affect‚e;4.65
affect‚es;3.39
affect‚s;6.52
affermage;0.06
affermaient;0.06
affermant;0.10
afferme;0.06
affermer;0.03
affermi;0.29
affermie;0.45
affermies;0.06
affermir;1.23
affermirait;0.06
